"V1" "V2" "V3" "v4" "V5" "V6"
22.73 4.92 14 10367 1094 3578
19.91 5.66 35 2455 343 1215
16.73 4.78 19 4033 621 2057
18.96 4.45 18 4280 618 2247
16.84 7.15 34 2245 444 1154
16.54 4.85 26 2977 440 1358
17.37 4.84 16 4579 849 2530
14.01 4.21 15 4748 698 1987
17.33 4.67 13 5561 925 3103
16.83 6.42 24 3047 503 1491
15.9 7.05 17 3967 664 2179
18.23 4.76 21 3683 641 1844
17.33 4.82 22 3529 583 1820
15.36 4.63 22 3354 492 1502
15.35 4.95 17 4860 637 2083
17.98 4.53 23 3553 563 1685
14.37 4.69 15 4840 648 2213
14.96 6.68 15 4460 668 2153
15.31 4.67 24 7062 444 1499
20.85 4.85 39 1891 429 1145
17.52 4.95 18 8637 613 2218
15.37 4.72 18 4050 660 1829
21.26 2.61 27 2469 636 1819
16.22 2.63 21 3249 616 1659
15.6 4.63 17 4620 665 2044
18.11 6.23 27 2984 566 1444
20.2 4.91 22 3224 661 2039
17.77 4.92 25 2923 502 1549
16.92 7.05 17 4645 671 2212
19.92 4.81 23 2875 636 1887
17.26 4.43 15 4736 766 2426
16.29 5.2 12 6785 974 3000
16.91 4.86 25 6127 474 1357
16.8 4.78 22 3123 569 1610
18.2 4.8 23 3128 604 1668
16.87 4.9 20 4317 627 1779
17.2 4.93 19 3966 580 1912
16.09 4.75 24 2732 488 1415
19.32 5.52 24 3272 620 1701
13.92 5.89 17 4563 586 1728
17.69 7.08 41 1971 338 1028
22.04 7.61 48 3261 361 1054
18.57 6.67 32 4691 397 1330
18.67 8.06 39 1923 369 1108
20.92 6.24 37 2059 412 1296
18.85 4.88 45 1632 299 959
18.94 7.24 43 1680 310 1008
16.56 8.69 38 1827 314 1000
18.49 4.49 26 2707 471 1630
20.11 7.85 42 1957 340 1129
18.46 5.38 38 3987 333 1058
17.85 8.61 45 1685 289 898
18.1 8.74 44 1741 304 930
17.03 8.76 40 1848 314 964
15.99 6.02 25 2851 432 1447
19.45 5.87 36 2070 392 1202
18.61 6.97 35 1917 389 1181
17.15 7.23 44 1777 304 865
19.4 7.37 40 1744 347 1035
16.67 7.54 40 1798 316 884
18.53 7.6 32 2357 376 1224
18.4 7.44 43 1808 316 902
14.59 6.49 29 2435 399 1060
18.91 5.8 39 1803 357 1024
16.96 8.41 42 1970 314 905
17.03 3.97 26 5829 427 1312
16.38 8.52 26 3141 403 1345
13.63 4.51 34 2262 243 832
15.59 3.61 29 2669 313 1123
17.17 4.89 50 1462 278 800
16.48 5.73 34 2181 290 1013
16.41 5.12 43 3710 306 841
16.98 3.74 32 2533 298 1110
18.4 3.37 51 3089 277 1039
16.31 4 39 1822 226 864
13.95 4.58 21 3214 369 1508
16.09 4.74 43 1828 215 773
19.07 4.92 49 1749 260 883
17.94 3.85 40 1939 252 927
16.56 5.38 46 3526 230 823
18.47 4.53 38 2150 283 1002
18.25 3.96 50 3198 241 798
16.75 3.84 37 1850 274 938
13.53 4.89 39 1785 323 777
17.94 5.3 47 1698 264 791
19.37 3.87 38 1846 315 1141
10.17 4.33 27 2418 254 779
15.07 4.58 36 2245 248 943
21.27 4.79 69 1153 203 642
16.97 5.03 26 3092 329 1469
14.55 4.3 38 2035 256 798
15.62 4.22 22 3196 387 1597
17.46 5.62 50 1667 264 819
19.21 3.68 48 1764 240 901
19.54 3.67 42 3594 260 865
16.66 5.29 34 2112 288 1104
17.36 5.84 37 2283 311 982
14.77 3.34 37 2204 256 899
18.03 3.26 61 1035 218 618
14.57 4.73 33 2207 269 971
16.05 5.26 41 1828 275 817
11.21 5.29 20 3660 333 1257
19.03 4.61 69 1177 219 589
16.79 4.11 41 1957 263 900
14.18 5.61 38 2019 268 798
15.43 5.39 29 2580 338 1124
16.81 3.73 44 1748 270 803
16.58 5.24 44 1705 266 791
13.83 3.88 35 2112 275 822
17.81 4.73 51 1619 236 725
14.64 4.41 41 1624 236 762
18.69 4.09 58 1442 216 676
15.59 5.54 36 2090 297 900
14.84 3.7 35 2067 266 879
16 5.63 35 2290 299 948
17.98 4.73 37 2059 343 1038
19.66 3.81 38 1922 379 1096
19.38 3.51 48 3141 383 936
18.31 4.21 40 1840 345 970
17.53 6.05 44 1469 397 928
18.86 5.06 31 2559 446 1289
17.89 3.3 41 1859 448 1010
16.19 3.88 27 2456 441 1278
18.08 4.52 35 1665 515 1195
19.26 4.72 48 1727 309 882
17.15 5.57 37 1905 436 1063
16.87 5.45 26 5894 437 1335
20.48 5.37 47 1624 403 998
19.81 4.4 30 2516 495 1409
17.41 5.06 33 2187 481 1265
13.39 2.65 23 3410 411 1251
17.5 4.91 48 3079 266 798
16.68 5.25 33 2238 461 1175
16.28 6.08 36 2293 365 1036
14.34 3.9 33 4607 289 845
17.14 4.4 51 1244 277 765
18.9 4.08 35 2151 418 1159
16.76 2.67 47 1714 294 810
13.44 4.35 34 2119 330 849
18.44 5.96 42 1771 338 994
19.9 5.04 42 1719 410 1017
16.09 4.85 38 1661 422 958
15.6 4.45 44 1662 323 755
16.72 5.08 41 1853 367 922
15.9 5.06 40 1704 340 846
15.67 3.27 29 2330 441 1224
18.93 5.5 51 1551 337 797
16.1 6.45 40 1953 372 895
15.31 2.86 44 1580 352 748
18.1 5.19 52 1218 328 773
16.54 4.31 37 1842 408 973
14.75 5.5 38 1873 356 862
17.32 4.28 41 1630 427 919
18.59 5.01 56 1345 281 708
15.39 4.69 33 2138 427 986
18.91 2.91 40 2020 371 1040
19.62 4.72 42 3746 326 946
17.18 4.06 39 1809 358 929
17 4.45 50 1430 289 718
15.04 4.23 48 1439 255 664
18.54 4.84 52 1455 287 761
16.5 4.43 36 2172 360 984
17.36 2.95 37 3952 352 999
15.05 4.84 34 1826 308 948
17.57 5.62 32 2842 375 1183
16.38 3.72 30 2334 468 1267
16.55 4.44 25 3101 380 1401
13.1 6.08 15 4648 624 2031
17.46 5.75 38 1912 308 972
16.19 4.62 22 3589 616 1702
18.44 3.66 19 3575 576 2070
14.94 5.37 17 3918 618 2032
15.24 5.53 14 5730 598 2798
22.66 4.81 24 3520 568 2167
19.91 3.79 17 4387 599 2498
16.54 5.1 34 2312 362 1239
17.03 4.74 22 3818 441 1649
17.06 4.51 23 6884 407 1516
16.86 4.46 24 2840 411 1507
18.88 5.44 33 2122 457 1310
16 6.04 22 3573 436 1561
13.21 4.75 22 3224 473 1379
16.14 4.15 19 3654 526 1824
18.39 5.07 25 3091 509 1671
20.42 5.74 26 3312 511 1686
15.18 5.13 23 3378 415 1497
12.55 3.94 22 2872 377 1225
17.56 4.34 26 3148 452 1527
18.84 4.73 48 1696 225 844
17.7 6.11 24 2962 557 1669
19.46 4.76 50 1566 290 829
15.21 4.37 26 2781 534 1324
15.34 5.59 26 2545 392 1255
15.16 5.57 25 2938 485 1372
15.3 4.5 41 6325 353 956
15.59 4.88 35 2083 348 993
18.46 5.07 33 4636 386 1190
18 5.36 26 2686 473 1538
16.94 4.51 32 2136 375 1150
15.15 5.26 41 2012 192 821
20.48 4.45 26 3051 579 1714
14.22 4.6 23 3099 428 1314
16.55 5.06 26 2714 536 1387
18.53 4.43 43 1937 313 957
15.48 4.81 24 5935 425 1281
19.58 5.3 28 2871 499 1474
14.53 4.92 16 4717 600 1912
18.91 4.71 28 3026 451 1426
18.04 5.45 27 2542 491 1413
17.73 4.15 42 1880 332 900
13.41 5.42 28 2237 393 1021
17.03 4.76 24 3565 431 1515
13.75 8.4 29 2474 285 1000
15.3 9.14 25 3084 415 1308
13.24 8.84 21 7397 465 1266
15.28 8.42 21 3551 483 1553
14.94 7.89 35 2335 365 1071
17.65 9.94 29 2876 412 1301
20.13 6.59 34 4264 461 1286
13.94 9.25 21 3303 445 1416
15.89 6.98 36 2318 392 1040
18.16 9.71 27 2858 460 1436
16.6 6.61 34 2081 405 1140
13.49 9.25 24 2872 403 1201
14.49 6.65 32 2169 392 1054
17.54 9.26 39 2232 360 960
19.5 6.79 41 1810 455 1161
15.46 9.36 34 2243 302 1019
15.22 8.11 23 6824 554 1448
15.13 10 24 6420 469 1264
16.26 8.32 27 2524 461 1400
13.58 8.74 23 3610 486 1400
13.34 8.83 31 2545 381 1017
13.29 8.91 21 7369 469 1203
18.15 6.36 27 2716 536 1549
12.81 9.51 30 2604 356 922
15.39 8.65 21 3674 548 1694
14.53 7.39 27 2693 419 1160
8.24 5.1 14 3994 472 1362
15.03 9.47 31 2632 379 1037
17.02 6.84 28 2824 445 1405
16.91 9.22 32 2115 380 1130
20.76 9.34 29 2948 553 1654
14.05 6.62 32 2094 351 945
12.8 7.22 19 3875 555 1505
17.9 10.33 25 3194 521 1539
17.21 9.29 32 2434 502 1282
20.57 6.73 40 1956 406 1119
16.04 7.27 28 5642 512 1237
15.63 8.42 19 3695 559 1793
12.55 7.05 15 9780 553 1661
19.03 9.94 33 2280 497 1257
18.3 10.85 22 4025 571 1753
16.76 7.68 27 2700 490 1310
16.71 9.94 28 2706 465 1258
14.5 5 27 2380 406 1164
13.21 8.75 27 3042 378 1032
15.75 8.62 25 3070 522 1330
14.16 9.28 35 2095 297 855
16.18 7.88 39 1909 360 875
14.92 8.2 24 3070 472 1314
18.48 6.38 27 5684 529 1388
15.73 7.29 32 2212 395 1026
15.8 4.76 29 2398 458 1250
16.46 6.62 36 1982 398 972
15.96 6.8 37 1818 417 990
15.59 5.87 38 1923 352 856
15.07 6.24 33 2422 440 1052
14.06 6.71 29 2750 364 1035
13.74 4.35 22 3104 590 1438
17.46 6.38 32 2068 403 1168
15.05 5.77 26 6478 506 1348
17.01 4.5 19 4074 614 1915
18.52 6.89 39 4000 411 1052
17.99 5.72 24 3110 543 1603
17.14 5.47 29 2443 484 1341
15.78 6.01 26 2691 480 1290
14.47 5.32 35 1886 409 963
16.22 7.74 41 1892 354 843
18.17 4.4 32 2152 528 1322
17.5 5.76 32 2132 438 1164
16.38 5.92 39 1945 387 939
13.93 4.92 24 3220 475 1235
16.42 5.38 32 2426 458 1181
16.23 6.14 37 2163 389 934
17.58 5.34 40 3940 371 996
16.27 5.65 26 2568 544 1329
15.61 6.02 20 8034 643 1867
18.75 6.29 38 2004 414 1050
17.07 5.49 38 4070 428 954
16.91 6.44 45 1404 348 798
14.03 4.9 24 2977 512 1333
14.98 5.78 47 1596 309 683
16.16 6.53 24 2750 564 1469
16.93 6.96 48 1335 338 754
19.54 4.48 44 1743 396 968
17.98 6.03 46 1625 364 847
12.55 7.06 30 2260 391 911
16.33 6.19 30 2304 457 1181
16.12 4.86 40 1881 402 864
17.79 6.32 41 1779 381 941
13.49 7.05 25 3125 497 1129
13.73 4.57 24 2397 497 1195
18.69 7.55 44 1676 381 887
15.93 4.33 26 3021 539 1281
16.6 6.77 32 2271 499 1079
14.03 4.85 30 2302 438 972
16.34 7.71 39 1948 406 867
17.14 4.53 37 1995 412 958
14.89 4.79 25 2966 516 1267
18.47 3.69 23 3436 417 1663
22.81 3.61 31 2472 376 1533
20.51 4.24 24 3222 432 1960
22.69 4.87 33 2269 362 1432
21.14 2.59 27 2902 414 1794
14.62 1.7 20 3759 399 1523
16.27 4.52 24 3475 375 1737
19.4 3.26 20 3855 444 2070
22.47 4.27 25 6182 410 1896
21.65 5.16 27 2913 389 1716
19.99 3.63 27 2760 386 1684
22.92 2.03 23 3175 433 2131
19.59 4.11 27 2773 398 1642
19.97 4.74 24 3275 449 1779
18.76 3.95 31 2477 307 1371
23.39 3.85 36 2037 367 1383
21.16 2.26 40 2011 314 1226
17.38 3.83 22 3365 420 1678
19.89 5.33 29 2505 345 1597
22.33 4.16 32 2291 339 1484
22.07 2.37 32 2548 388 1629
23.63 4.42 46 1675 299 1091
17.16 3.93 18 8603 398 1972
20.51 3.94 36 1968 332 1211
23.12 4.74 19 3932 503 2763
18.91 4.7 24 3277 415 1674
20.83 2.5 26 2988 361 1826
21.5 3.27 34 2314 297 1387
19.99 3.06 27 2958 357 1690
18.78 4.16 26 2730 373 1535
20.6 3.65 37 2006 299 1269
21.37 3.29 38 2199 314 1200
18.55 3.96 32 2479 302 1263
18.6 3.52 23 2883 446 1729
21.43 3.91 34 2276 348 1373
20.36 4.85 31 2789 398 1452
17 3.44 21 3260 414 1762
19.17 4.75 24 6542 393 1699
19.72 3.83 23 3480 428 1817
22.07 3 27 3182 394 1793
19.42 3.79 20 7614 420 1911
22.46 4.74 22 3616 485 2132
15.61 3.51 21 4106 405 1711
21.8 3.76 24 6437 412 1754
19.74 4.98 25 3022 391 1639
13.65 2.21 16 4624 411 1769
19.11 3.67 24 3387 417 1649
18.96 3.99 21 3791 413 1869
15.37 6.02 54 1391 227 606
15.97 6.34 52 2985 226 627
20.2 7.26 79 980 209 591
16.85 5.51 50 1466 266 705
15.04 5.49 61 2619 213 566
18.85 7.21 69 1065 206 572
16.59 6.85 49 3229 235 935
22.1 5.47 61 1232 231 748
15.33 5.01 33 2202 346 1072
18.37 5.49 78 879 189 487
19.39 6.77 40 1852 334 1090
16.75 6.78 51 1374 245 678
14.47 4.83 45 1536 243 721
15.8 5.98 60 1145 221 544
19.2 5.84 52 1417 287 828
19.63 5.46 69 1211 195 591
16.95 6.53 61 1200 224 577
18 6.64 48 1557 262 840
12.64 6.8 48 1330 208 547
15.2 5.43 40 1906 279 856
18.37 7.41 65 1358 172 589
20.37 7.52 65 1172 239 721
17.05 6.08 55 1313 245 647
17.47 5.92 54 1298 255 727
18.23 8.41 56 1288 264 679
15.5 6.38 58 1208 229 602
9.42 5.38 23 2906 370 858
18.04 6.38 57 1361 261 719
16.17 7.59 78 1062 192 435
15.84 6.66 46 3399 278 767
13.05 6.94 50 3076 255 544
16.58 6.14 54 1366 244 674
16.52 7.37 65 1167 245 532
18.55 5.36 66 1119 232 617
14.69 6.62 55 1253 260 571
15.76 5.88 66 1100 212 525
14.75 6.63 59 1210 226 535
15.34 5.5 55 1208 246 587
19.06 8.49 60 1262 275 698
15.72 6.54 48 1631 222 688
14.78 4.33 56 2947 217 571
16.26 6.41 52 2935 243 633
18.5 5.1 53 1491 283 735
18.64 5.98 68 2278 214 566
17.07 4.7 68 1091 211 631
15.13 6.86 73 1013 178 479
17.49 7.04 72 1007 201 505
17.09 5.19 65 1100 219 548
12.65 6.59 39 2168 285 686
15.56 6.89 27 2673 421 1233
13.67 7.69 47 1689 305 667
14.32 5.75 30 2500 419 1020
10.63 5.07 39 1772 290 625
14.2 6.65 43 1739 295 705
13.13 7.89 44 1733 282 701
11.98 7.65 34 2158 321 754
11 6.44 34 2104 327 763
15.09 8.41 46 1748 318 701
14.24 6.75 37 2181 401 957
14.67 7.28 42 1570 315 745
12.79 7.58 42 3579 300 675
16.76 5.57 45 1619 339 795
13.38 6.48 41 1744 346 761
13.26 8.9 28 3000 395 1009
13.64 7.01 47 1634 310 676
12.42 7.61 43 1750 261 650
12.13 4.52 24 2835 430 1175
14.78 6.26 30 4982 441 1014
12.98 8.61 33 2595 348 909
13.49 8.24 46 1822 266 657
11.18 4.9 29 2373 343 890
13.25 6.84 50 1295 257 592
12.16 6.7 37 2116 320 760
12.83 7.96 58 1419 223 535
11.76 6.51 38 1806 350 715
12.73 6.73 39 1898 342 800
12.94 8.63 41 1813 314 729
14.73 8.09 33 4584 350 878
10.89 5.44 46 1713 294 549
14.68 8.99 38 1877 362 833
11.67 6.87 31 2237 352 839
14.16 7.22 51 1478 293 599
12.17 6.62 34 2278 339 797
14.07 7.23 52 1494 294 605
13.93 7.06 49 1488 298 632
15.86 7.03 43 3484 350 787
11.4 4.81 24 2957 435 1002
12.33 8.59 37 2072 325 703
15.27 7.03 50 1451 272 645
10.01 4.77 40 2008 250 528
12.73 6.59 53 1306 247 508
14.06 6.85 32 5299 404 934
14.45 7.1 51 1319 300 596
14.18 6.26 36 1882 353 833
12.37 8.35 40 2103 285 655
9.34 6.34 35 1687 270 565
13.89 6.84 34 2538 296 1275
19.71 6.33 48 1261 328 920
15.58 6.35 38 2060 316 859
18.63 4.65 51 1512 304 799
17.66 5.83 29 5079 398 1201
20.87 8.8 63 1260 269 794
18.48 5.26 54 1416 254 710
16.92 7.03 48 3039 273 725
17.75 6.23 40 2167 295 919
15.23 7.3 39 1954 313 850
17.54 3.74 25 3262 527 1544
12.23 6.2 18 4017 511 1492
18.4 4.6 18 4283 673 2244
18.69 4.62 26 2742 492 1521
15.9 7.43 29 2731 388 1151
18.33 5.83 26 2910 436 1482
15.23 4.37 23 3094 418 1379
15.18 7.16 23 3177 462 1370
19.31 7.35 43 1814 308 941
20.54 5.45 49 1414 320 879
19.72 8.28 38 2103 345 1464
13.91 6.12 30 2362 311 963
17.94 4.67 45 1544 323 1168
17.77 7.39 34 2021 399 1082
13.45 7.12 32 2402 266 876
14.43 7.47 42 3671 269 764
20.92 4.16 36 2047 393 1213
18.04 6.39 37 1939 412 1120
15.86 7.16 36 2028 307 920
16.69 6.04 31 2274 432 1240
17.81 6.3 26 2896 497 1466
13.3 6.63 28 2657 371 1094
13.9 6.52 24 3140 439 1239
15.75 6.98 38 1939 360 941
20.02 6.48 35 2191 422 1225
14.14 6.91 29 2917 366 1105
19.53 4.79 32 2081 446 1306
15.74 7.21 24 2665 464 1486
14.37 6.99 37 2038 350 828
16.51 5.68 41 1880 272 938
14.87 6.16 30 2512 442 1057
17.35 7.04 35 2073 404 1154
19.11 6.62 35 1942 407 1163
15.78 6.5 37 1969 386 980
16.82 7.44 24 3077 535 1488
16.07 6.74 42 1757 318 852
14.92 6.74 30 2572 438 1058
19.14 5.36 50 1382 323 872
16.11 5.63 31 2259 418 1106
16.4 6.58 30 2438 429 1246
15.73 6.59 27 3000 444 1237
15.12 6.51 32 2325 395 1078
15.9 6.19 31 2323 375 1092
14.39 6.77 39 1857 306 846
16.87 6.45 27 2684 461 1337
16.01 6.48 32 2274 421 1098
16.94 6.62 27 2796 531 1340
17.4 8.35 39 1849 394 984
15.01 6.39 29 2421 410 1123
16.13 5.65 42 1720 383 835
16.78 6.21 31 2357 416 1133
18.4 5.52 37 2068 418 1040
14.07 4.79 26 2732 431 1133
17.73 4.98 34 2021 424 1088
19.08 5.06 41 1965 405 972
15.06 5.37 22 2915 558 1421
20.25 5.97 52 1468 329 810
19.6 5.32 45 1421 365 902
18.14 5.38 59 1296 265 646
16.15 5.93 41 1709 345 815
14.73 4.58 23 3073 438 1328
16.7 3.84 19 3906 565 1828
17.24 3.76 25 3041 628 1581
15.17 3.14 27 2909 406 1172
15.65 4.34 25 2674 573 1436
16.66 4.65 33 2387 355 1053
15.45 3.3 27 2671 524 1315
11.51 3.55 15 4984 509 1646
16.53 4.88 30 2388 546 1266
13.31 4.73 16 4009 564 1780
14.73 2.9 26 2658 507 1283
16.58 3.5 17 4803 616 2086
14.44 4.52 24 2985 561 1362
16.9 5.52 18 4723 605 2009
13.97 3.39 31 2392 463 1021
16.29 3.87 22 3570 510 1577
13.87 4.84 26 2806 513 1240
13.62 3.71 24 2942 445 1209
14.72 3.69 22 3474 613 1557
14.69 3.91 23 3269 480 1358
15.43 4.53 25 2947 549 1377
15.81 4.98 21 3614 558 1600
15.86 3.57 27 2533 518 1308
15.37 3.63 28 2749 426 1169
12.6 3.54 20 3684 567 1432
13.77 4.66 21 3500 555 1395
14.05 3.78 25 2791 517 1283
16.68 4.85 22 3000 599 1612
17.19 5.23 25 3235 647 1567
16.27 3.68 36 2215 386 959
14.45 4.02 27 2724 457 1221
15.13 3.4 27 2487 473 1198
15.05 3.81 15 4880 784 2190
13.79 4.9 20 3843 620 1474
15.15 3.51 28 2638 459 1178
16.26 5.31 21 3434 647 1675
13.87 3.46 21 3349 577 1439
17.43 3.43 19 4228 658 1988
16.45 4.65 24 3155 538 1437
15.01 3.62 20 3933 532 1567
16.44 2.77 17 4327 651 2019
12.89 4.7 12 5625 767 2239
17.26 2.34 14 5764 869 2571
14.34 3.6 20 3756 546 1491
15.36 3.77 24 2947 471 1330
15.48 3.69 24 3227 556 1337
15.99 3.81 28 2625 459 1182
17.72 3.81 23 3449 548 1597
14.5 7.46 36 2280 377 952
11.12 5.87 29 5257 386 846
14.37 7.99 44 1717 358 752
15.19 6.14 59 1137 279 592
15.51 6.53 47 1656 331 750
12.82 6.35 38 1929 330 763
16.36 4.6 39 2089 420 986
14.17 6.97 40 3765 324 747
15.63 7 36 2130 420 988
13.74 8.18 30 2278 491 1046
14.9 6.5 34 2291 454 1021
14.39 6.43 39 4035 376 824
13.57 7.58 52 1266 293 586
14.47 6.76 41 1832 382 755
15.75 6.01 57 1158 322 588
12.85 7.57 54 1390 274 554
12.38 6.25 34 2185 370 772
11.01 6.46 31 2125 342 841
15.31 6.39 49 1314 396 662
14.13 7.39 54 1322 330 605
11.1 6 37 1977 372 638
10.83 7.13 42 1679 325 597
12.11 7.82 47 1592 208 549
15.39 5.79 57 1133 368 621
15.22 5.49 35 2138 415 966
14.81 8.13 49 1431 366 693
11.22 7.57 24 3122 428 998
12.2 6.42 45 1512 309 621
14.31 6.14 54 1257 240 570
14.61 7.33 57 1309 305 588
17.17 5.59 66 1182 282 560
11.26 6.23 43 1840 252 666
15 5.33 53 1341 292 608
11.48 7.1 32 2325 335 816
15.68 7.62 51 1298 350 857
14.76 6.23 64 1116 264 524
12.02 5.87 54 1468 262 489
14.8 7.75 43 1494 359 780
14.03 5.74 50 2932 297 593
13.39 6.69 50 1445 316 606
17 6.26 61 1283 293 593
12.85 4.69 33 2076 412 883
15.24 5.83 62 1036 277 522
14.58 8.56 54 1427 312 612
13.39 6.78 54 1227 319 533
13.39 6.17 48 1355 318 620
17.07 5.38 47 1515 410 781
14.04 6.72 53 1543 302 598
16.24 5.59 55 1132 401 842
12.7 6.25 49 3060 272 567
16.68 5.95 56 1169 359 650
15.32 6.1 56 1348 336 583
13.14 7.56 49 1438 295 569
13.58 4.15 54 1169 360 532
13.93 5.52 57 1237 290 516
14.24 6.96 58 1180 313 518
14.51 6.29 59 1129 295 521
13.6 5.45 40 1801 374 719
13.17 7.6 51 1421 308 553
16.83 5.47 52 1292 351 692
15.18 6.69 47 1476 340 690
13.08 7.66 61 1252 197 840
18.34 6.57 51 1566 287 786
10.99 1.03 29 2851 297 863
13.47 7.95 45 3583 249 634
8.62 1.14 32 2211 212 602
15.7 6.62 49 3066 262 661
12.47 1.55 34 2421 271 827
16.57 6.01 75 1104 175 468
14.04 2.93 28 3366 433 1138
17.4 6.93 64 2497 205 572
13.17 1.85 42 1607 282 707
16.86 7.3 47 3271 243 730
11.22 2.39 32 2351 314 788
17.63 5.93 71 1116 207 513
14.6 2.6 41 1869 319 799
13.4 5.81 53 1195 181 525
12.43 3.16 34 2065 318 819
21.46 8.69 70 1157 202 636
11.67 4.3 34 2305 374 835
6.35 6.59 20 2892 214 658
13.65 4.09 45 1700 239 683
17.23 6.58 66 1464 188 544
10.61 3.44 48 1610 220 499
16.69 7.13 79 955 194 447
12.44 4.49 51 1558 235 550
16.42 7.86 68 1070 218 505
15.79 3.89 53 1311 270 670
16.09 6.73 66 1089 228 512
13.62 5.5 52 1486 226 591
13.83 8 43 1517 263 674
13.37 3.87 55 1359 187 549
14.42 7.86 48 1597 253 629
15.03 5.76 43 1750 281 770
14.62 7.8 43 1683 332 710
15.94 4.65 51 1319 264 686
16.22 9.11 49 1636 302 706
15.02 4.81 51 1429 259 648
13.03 8.69 50 1338 247 558
15.91 5.8 55 1264 251 623
15.42 8.38 59 1336 248 559
13.27 5.16 48 1677 243 581
14.19 5.12 56 1269 226 533
15.36 6.8 59 1317 212 541
13.94 5.96 48 1511 263 603
15.91 6.42 69 1088 210 484
16.33 5.39 56 1273 221 611
15.24 7.73 49 1499 242 647
12.19 6.73 44 1732 235 577
16.25 6.15 54 1266 258 625
8.11 4.34 6 12960 882 2803
10.65 6.46 8 13365 965 2776
6.82 4.15 5 10056 1070 2832
6.6 4.3 5 17196 761 2749
1.98 3.41 6 14080 397 715
7.13 4.69 6 14150 940 2536
6.6 4.33 9 9147 565 1563
15.19 4.69 13 6766 885 2503
13.31 4.75 15 5572 641 1888
10.15 6.48 12 6660 608 1800
11.55 4.48 16 5107 429 1624
11.35 4.34 13 11598 445 1753
12.24 6.53 8 9967 980 3250
13.93 6.21 17 4818 650 1741
11.89 2.27 12 5435 673 2107
16.73 5.36 20 4389 653 1778
13.33 4.35 13 6272 850 2187
10.9 5.81 8 9990 1139 2954
11.61 7.33 11 7129 849 2292
7.98 3.39 16 4789 559 1044
4.06 2.8 5 13848 731 2051
5.72 3.9 10 8748 569 1190
3.61 3.48 4 15120 762 1876
5.69 3.26 7 14177 758 1689
4.25 3.36 4 20925 1044 2200
7.37 4.3 8 10732 755 1912
6.43 3.95 5 15240 1071 2656
18.48 6.51 35 2323 418 1094
15.64 5.1 27 2456 470 1205
16.02 7.63 26 3037 459 1412
17.93 6.27 42 1887 364 904
13.66 7.5 30 2514 327 1044
18.78 7.63 47 3354 316 836
14.96 4.68 53 1317 242 651
16.26 7.34 31 4879 367 1097
14.22 8.47 39 1989 299 839
17.21 7.46 30 2738 412 1226
14.7 6.58 32 2252 380 1044
16.98 5.53 27 2551 477 1345
16.39 4.76 37 2058 373 1003
18.3 7.48 39 1960 380 1005
15.32 8.1 22 3221 513 1580
18.11 7.56 44 1595 336 876
15.49 7.52 23 3430 578 1565
14.73 6.86 27 2573 434 1162
17.61 4.51 29 2501 471 1416
17.84 7.87 48 1660 312 809
16.03 8.14 24 2880 500 1493
16.41 8.23 34 4687 397 1013
15.22 5.39 24 3327 513 1413
16.06 7.53 32 4941 423 1072
14.54 8.08 30 2272 427 1105
16.45 7.94 36 1842 368 970
16.48 6.88 31 2510 432 1211
17.19 7.89 40 1879 382 913
17.31 6.36 28 2591 564 1409
16.36 6.93 36 2010 379 966
15.7 7.49 25 2856 562 1431
15.46 7.88 44 1760 291 750
15.51 6.35 29 2257 490 1173
14.29 7.38 33 2187 369 926
15.73 6.65 37 1949 387 925
15.91 9.32 34 2208 420 1052
15 6.69 46 1538 317 709
17.21 8.38 50 3166 281 720
18.42 5.61 40 1927 446 969
17 6.94 42 1576 346 878
15.66 6.15 35 1814 398 934
17.23 7.4 37 2121 406 973
15.63 7.23 30 2190 441 1087
17.73 6.5 50 1624 297 750
14.06 7.31 38 4082 271 757
15.8 6.15 30 2446 449 1094
17.15 7.73 36 2167 402 987
16.61 7.06 28 2621 458 1227
17.03 6.96 33 1900 422 1070
14.59 6.27 46 1467 302 656
14.99 7.05 46 1620 316 679
15.11 3.99 39 1915 341 889
14.95 6.2 39 1742 345 799
14.87 4.65 46 1522 324 741
16.3 7.24 48 1547 310 708
13.38 3.96 44 1623 345 700
16.53 6.23 47 1462 299 765
11.19 4.82 37 2092 327 695
15.17 7.54 33 2211 429 986
11.22 5.12 43 1726 304 592
16.47 6.97 44 1694 363 800
12.5 4.61 45 1605 321 631
15.3 9.1 45 1579 344 727
13.86 5.25 34 2135 408 936
14.27 7.5 50 1442 298 607
11.76 5.22 32 2231 396 855
16.82 9.32 50 1498 338 715
12.03 4.9 30 2136 390 933
13.78 7.26 45 1368 309 651
15.45 5.15 40 1882 401 866
15.9 8.94 68 1082 257 498
12.32 6.88 41 1699 320 670
16.36 9.37 43 1624 341 808
14.65 5.61 46 1743 334 724
16.21 9.62 54 1347 311 639
13.89 5.69 51 1480 295 636
14.54 6.32 52 3031 276 624
11.85 6.14 48 1316 289 563
16.1 7.94 62 1242 294 570
13.17 6.41 45 1460 337 660
14.52 6.66 62 1055 269 511
15.68 6.78 55 1258 299 598
16.22 6.43 64 1210 281 530
12.25 6.9 63 1130 200 407
13.32 6.5 52 1217 282 535
14.25 7.12 48 1687 322 620
16.24 5.19 52 1284 340 649
14.57 7.76 49 1477 322 618
14.98 6.31 56 1120 304 555
14.53 6.27 52 1505 313 579
15.13 8.57 48 1439 328 654
